cta_per,cta_id,(No column name),(No column name),total
463153,2391515,PTM,23,2584.39
463153,2626790,PTM,3,4931.21
463173,2737983,PTM,12,5400.37
463174,2292024,PTM,6,20673.54
463235,2755505,PTM,12,2061.60
463252,2367188,PTM,9,4470.57
463254,2658775,PTM,203,25143.34
463281,2653297,PTM,218,15900.14
463282,2950548,PTM,9,8564.32
463284,2459184,PTM,9,3552.83
463290,2063461,PTM,12,2646.27
463291,2352543,PTM,9,5995.40
463327,2463742,PTM,9,4721.89
463361,2778673,PTM,3,2934.87
463368,2980486,PTM,6,4474.86
463410,2729232,PTM,6,5887.82
463434,2726577,PTM,9,5845.65
463473,2606512,PTM,12,2454.38
463473,3028578,PTM,6,2864.88
463474,2992985,PTM,12,1192.77
463476,2971484,PTM,6,2854.74
463479,2722666,PTM,12,4060.68
463480,2995124,PTM,12,6849.68
463487,2813756,PTM,55,4870.28
463493,2844002,PTM,6,3253.57
463494,2532659,PTM,6,6163.76
463558,2669828,PTM,12,3868.21
463561,3070064,PTM,3,4761.36
463566,2383076,PTM,6,5580.90
463675,2492525,PTM,1,4535.80
463770,3044780,PTM,6,5492.82
463879,2415939,PTM,6,2799.02
463880,2430111,PTM,26,8247.65
463939,2651587,PTM,12,4441.03
463944,2607279,PTM,12,8683.56
463967,2602086,PTM,6,1753.94
463969,2953898,PTM,6,4853.60
463997,2749886,PTM,6,5051.76
464020,2813768,PTM,12,4263.15
464026,2623854,PTM,31,2690.34
464070,2681823,PTM,12,1042.61
464081,2304535,PTM,94,2235.28
464098,3087299,PTM,16,310338.48
464115,2972177,PTM,6,6506.94
464157,2608307,PTM,174,19045.15
464161,3080022,PTM,9,459133.98
464161,3098057,PTM,11,87685.34
464161,3098058,PTM,3,34468.98
464161,3098059,PTM,14,112711.36
464161,3098118,PTM,10,147808.15
464161,3098119,PTM,3,68969.08
464161,3098120,PTM,1,11691.74
464161,3098122,PTM,5,85000.23
464161,3098169,PTM,6,76425.12
464161,3098170,PTM,9,147952.27
464161,3098171,PTM,11,651199.53
464161,3098172,PTM,9,251613.55
464161,3098193,PTM,1,13000.00
464161,3098196,PTM,1,44516.68
464186,2516298,PTM,12,2705.72
464191,2745534,PTM,6,4110.02
464194,3006646,PTM,9,4713.04
464249,2540678,PTM,1,1341.08
464304,2682401,PTM,9,3700.63
464305,2633004,PTM,6,10511.97
464309,2689525,PTM,9,3641.87
464324,2966464,PTM,1,1609.26
464351,2798726,PTM,12,6204.31
464353,2661628,PTM,12,7420.90
464363,2295814,PTM,6,6604.20
464402,2665454,PTM,180,7449.98
464415,2826606,PTM,9,6683.18
464425,2999146,PTM,12,4577.55
464430,3001884,PTM,6,19615.82
464430,3229615,PTM,31,13298.61
464445,2970270,PTM,1,11505.30
464454,2649359,PTM,6,3987.85
464483,3029941,PTM,10,5297.69
464501,2715280,PTM,16,2565.83
464512,3037338,PTM,6,1549.66
464967,3071849,PTM,3,1818.45
464985,3099703,PTM,6,3664.41
465459,2728494,PTM,9,2738.50
465491,2722014,PTM,6,3961.94
465506,2980255,PTM,6,5416.06
465569,2978341,PTM,6,3570.62
465601,2614246,PTM,26,3287.34
465601,3026356,PTM,6,3917.90
465610,2639201,PTM,1,1672.95
465611,2275516,PTM,9,3005.97
465611,3012379,PTM,6,7284.49
465612,2621678,PTM,6,3474.82
465612,3001639,PTM,6,4516.31
465621,2785144,PTM,12,2520.34
465635,2670895,PTM,11,2408.52
465645,2518024,PTM,16,584056.25
465675,3021251,PTM,9,5896.25
465676,2292078,PTM,9,2753.15
465700,2425799,PTM,6,8597.24
465746,2821177,PTM,12,12505.65
465769,2579823,PTM,26,2360.94
465818,3076488,PTM,6,4333.17
465833,2814566,PTM,3,2855.35
465849,2223191,PTM,6,3118.86
465850,2608946,PTM,115,3190.28
465854,3040665,PTM,9,6051.95
465856,3125736,PTM,9,2514.12
465886,2900766,PTM,3,2091.79
465905,2433485,PTM,6,4570.84
465921,2731905,PTM,12,3721.09
465964,2523380,PTM,6,3691.99
465984,2663359,PTM,1,4444.55
466034,1689627,PTM,23,4049.08
466036,2682384,PTM,26,2643.03
466039,2660121,PTM,9,3898.03
466041,2529891,PTM,6,7276.32
466074,2333210,PTM,12,10180.72
466074,2538267,PTM,9,21929.56
466080,2371292,PTM,6,1875.15
466080,2528891,PTM,9,3190.28
466088,2816012,PTM,139,16506.02
466137,2974597,PTM,1,749.04
466148,2710331,PTM,6,18652.34
466152,2828315,PTM,9,10067.67
466153,2830358,PTM,12,4147.71
466157,2540638,PTM,6,9023.09
466158,2529397,PTM,9,2209.80
466159,1691167,PTM,9,3393.57
466161,2374392,PTM,6,7081.42
466164,3018138,PTM,94,22650.43
466170,3020056,PTM,12,2408.56
466205,2972787,PTM,12,3928.64
466361,2903215,PTM,6,2174.69
466362,2669165,PTM,6,2085.23
466371,3229583,PTM,21,3090575.34
466374,3233399,PTM,6,21056.36
466393,2874426,PTM,26,6963.83
466434,2887187,PTM,12,10170.86
466436,3117311,PTM,6,18293.65
466464,2458847,PTM,6,3686.81
466467,1693679,PTM,1,3265.32
466468,2630912,PTM,9,2777.23
466489,2970600,PTM,12,2247.12
466513,1877172,PTM,3,6306.33
466514,3082128,PTM,4,6675.03
466517,2789062,PTM,12,1313.44
466527,2483060,PTM,34,2953.59
466547,2970777,PTM,12,1546.10
466575,2745107,PTM,9,3260.09
466617,3030454,PTM,12,10878.48
466630,2470267,PTM,9,2428.60
466631,2771207,PTM,3,2576.55
466648,2527498,PTM,1,12916.36
466691,2448136,PTM,12,2911.13
466696,1696080,PTM,31,2119.03
466700,2580237,PTM,1,2765.11
466758,3041953,PTM,12,3000.77
466759,2449536,PTM,12,1890.22
466765,3040886,PTM,9,1503.98
466772,2606199,PTM,6,2551.62
466772,3010589,PTM,7,4834.47
466797,2390551,PTM,12,3987.85
466811,2494218,PTM,6,9649.00
466819,2507013,PTM,785,5900.75
466846,2600911,PTM,1,47628.98
466883,3125214,PTM,9,2288.85
466904,2822038,PTM,6,7074.01
466909,1940619,PTM,87,4257.26
466917,2291686,PTM,12,11734.69
466969,2774472,PTM,9,4132.63
467050,2928362,PTM,17,6070.03
467083,2416850,PTM,6,1789.45
467121,2633145,PTM,12,1662.11
467139,2913631,PTM,3,6112.61
467174,3022046,PTM,3,67121.15
467189,2396138,PTM,12,1954.39
467190,2810122,PTM,12,4383.25
467194,2887881,PTM,9,5166.27
467197,2636929,PTM,6,3448.32
467214,2391327,PTM,12,2304.25
467219,3228895,PTM,3,3288.87
467266,2516580,PTM,9,1554.36
467322,2613052,PTM,6,4972.15
467811,1705746,PTM,9,3393.57
467882,3070675,PTM,3,759.18
468170,2503159,PTM,12,6578.87
468212,2663780,PTM,6,5946.09
468225,2489994,PTM,6,852.57
468231,1706267,PTM,3,4306.03
468232,2449312,PTM,23,5537.99
468233,2771504,PTM,6,9770.04
468238,2470668,PTM,307,2362.19
468263,2712872,PTM,6,7556.88
468272,2582922,PTM,12,2054.59
468311,2309599,PTM,1,2304.98
468313,2595132,PTM,6,1808.48
468313,2923793,PTM,12,6748.22
468316,2777481,PTM,1,1326.50
468331,2992034,PTM,6,8894.32
468362,2742765,PTM,1,2619.49
468368,1708457,PTM,9,4170.48
468369,2715566,PTM,12,4046.15
468395,3122276,PTM,2,6919.73
468413,2238849,PTM,9,5044.02
468418,2757322,PTM,12,3822.31
468425,2867444,PTM,1,4118.30
468426,2940544,PTM,1,5247.78
468427,2778141,PTM,3,2103.72
468429,2661175,PTM,1,6879.66
468469,3097232,PTM,26,6648.28
468511,2657341,PTM,12,1429.27
468514,2635970,PTM,12,2640.68
468519,2932572,PTM,350,10838.57
468522,2365262,PTM,9,8771.82
468536,2523804,PTM,18,4138.98
468559,2106009,PTM,9,3095.01
468560,2730217,PTM,6,1999.87
468583,2952004,PTM,9,7967.90
468611,3018134,PTM,6,7188.90
468624,2957142,PTM,12,9909.82
468626,2606126,PTM,6,2165.57
468630,2979719,PTM,6,2586.90
468643,2919470,PTM,6,3985.10
468742,3232563,PTM,28,267791643.84
468742,3238299,PTM,123,90118356.16
468743,2798725,PTM,1,50523.90
468795,3082839,PTM,9,97003.47
468808,3099225,PTM,6,3692.03
468810,2539807,PTM,6,3765.15
468811,2688312,PTM,46,1245.31
468814,2384897,PTM,9,1104.55
468831,2298137,PTM,90,4588.54
468856,2398053,PTM,9,7252.58
468890,2993905,PTM,6,17025.48
468919,3073078,PTM,3,3788.66
468945,2636539,PTM,9,371.85
468945,2636540,PTM,9,345.29
468945,3095162,PTM,82,338286.95
469001,2979672,PTM,12,3425.51
469198,3231941,PTM,9,13517.80
469256,3039282,PTM,6,5781.03
469876,2708475,PTM,12,5188.80
469879,2750131,PTM,9,11937.99
470009,2742665,PTM,9,17116.99
470183,2781593,PTM,9,16166.34
470283,2968839,PTM,6,4142.56
470454,2750250,PTM,428,17116.99
470461,2295947,PTM,51,3632.98
470515,2716620,PTM,648,9621.42
470673,3098644,PTM,6,2502.14
470711,2961747,PTM,12,13271.93
470980,2065191,PTM,211,1821.20
471553,3077542,PTM,16,2674.87
471691,2389825,PTM,15,1532.16
472223,2689900,PTM,6,3868.21
472354,2709149,PTM,12,2179.30
472362,2993449,PTM,6,12623.63
472429,3091714,PTM,12,14083.01
472491,2995445,PTM,3,6639.65
472654,3230138,PTM,1,3661.61
472741,2785418,PTM,9,6073.43
473123,2970065,PTM,6,6190.14
473182,3119207,PTM,6,10459.94
473199,2602656,PTM,6,28385.65
473247,2891554,PTM,12,4161.00
473377,3137587,PTM,3,3847.80
473409,3093979,PTM,1,3970.16
473889,2887983,PTM,9,10188.57
473978,2538639,PTM,9,2798.82
474459,3008906,PTM,9,1749.06
474528,3063880,PTM,19,1486.04
475128,2822458,PTM,1,3798.70
475262,2946709,PTM,12,2909.70
475332,2430438,PTM,112,3455.74
475461,2461557,PTM,12,2428.98
475502,1923757,PTM,3,4451.73
475520,3026209,PTM,9,11878.15
475685,2373846,PTM,6,3407.28
476122,2932904,PTM,6,10995.94
476229,2934368,PTM,6,1420.47
476372,3095180,PTM,4,8965.33
476390,1915543,PTM,6,3178.76
476844,1847475,PTM,12,5883.46
477451,2385770,PTM,11,2166.27
477586,2709989,PTM,12,1152.64
477840,2540101,PTM,3,5322.31
478891,2750049,PTM,3,4707.85
479539,3082310,PTM,3,1830.78
479596,2952457,PTM,12,11758.76
479663,2964758,PTM,3,4689.04
480041,3013082,PTM,6,7652.10
480565,3081503,PTM,1,45323.99
480684,2303115,PTM,9,1963.91
481001,2784763,PTM,12,21120.37
481071,2438822,PTM,12,7048.93
481261,2771295,PTM,568,8597.24
481589,3023991,PTM,115,2249.71
481785,3075426,PTM,3,819.57
481932,2312988,PTM,6,8870.52
481932,2726226,PTM,6,9268.20
482012,2794472,PTM,12,3605.87
482054,2120200,PTM,6,2912.76
482179,2301967,PTM,3,9329.41
482186,2699676,PTM,6,3927.81
482195,3230233,PTM,3,29210.56
482230,3014009,PTM,11,2147.00
482266,2769305,PTM,12,4126.68
482266,3092642,PTM,12,4521.31
482396,3127377,PTM,3,2981.74
482407,2991093,PTM,9,2593.31
482532,3052175,PTM,11,4482.66
482883,2756407,PTM,9,10405.52
482972,2980816,PTM,9,3733.96
483005,2489922,PTM,6,5630.49
483079,2791702,PTM,4,1432.15
483259,2352277,PTM,9,5279.68
483335,2512902,PTM,6,23729.89
483387,2844139,PTM,6,9029.30
483479,2470097,PTM,6,10644.62
483483,2294402,PTM,9,6062.93
483602,2771387,PTM,162,11382.51
483650,2948259,PTM,12,2359.90
483788,2727561,PTM,6,1438.88
483955,2797460,PTM,3,7791.07
484242,3125003,PTM,3,4076.38
484463,3139063,PTM,6,6408.10
484463,3140086,PTM,6,3742.22
484474,2540919,PTM,31,1325.88
484862,3016832,PTM,6,3570.62
485116,2954042,PTM,9,9382.08
485318,2392976,PTM,9,12587.37
485494,2698013,PTM,6,5188.80
485567,2767245,PTM,105,8216.22
485785,2876428,PTM,630,11469.90
485946,2809041,PTM,6,3891.38
486031,2755833,PTM,332,4725.20
486031,3099690,PTM,6,6415.94
486131,2792124,PTM,12,6610.77
486162,2961617,PTM,12,13697.71
486206,2947607,PTM,12,966.88
486243,2985498,PTM,12,16090.91
486355,2616240,PTM,18,1256.01
486414,2774375,PTM,11,1715.12
486460,2826873,PTM,129,19339.41
486463,2754764,PTM,174,10673.38
486662,2819469,PTM,9,2125.14
486749,2876478,PTM,12,5950.93
486826,3030374,PTM,9,6661.76
486832,3092251,PTM,12,2664.22
486861,2348910,PTM,6,1988.82
486957,2982880,PTM,2,2582.26
487497,2960012,PTM,12,2747.57
487507,2746093,PTM,6,3418.56
488229,2582130,PTM,6,4331.14
488369,2984968,PTM,9,783.13
488369,3084007,PTM,9,1793.08
488821,2595707,PTM,12,10489.47
489052,2957186,PTM,6,3059.52
489099,3020954,PTM,3,10191.95
489158,2962119,PTM,3,13154.19
489341,2618734,PTM,6,3507.87
489415,3004346,PTM,9,16987.82
489556,2979626,PTM,16,8015.02
489610,2700243,PTM,6,1089.65
489694,2614204,PTM,6,1885.75
490062,2819292,PTM,1,12398.48
490115,2785662,PTM,9,9625.12
490147,2745937,PTM,1,1452.86
490227,2818110,PTM,12,16237.72
490400,2415942,PTM,6,6415.10
490467,3018387,PTM,3,3126.74
490497,1904415,PTM,12,3282.65
490566,2894097,PTM,6,17910.62
490873,2770548,PTM,3,9999.52
490981,2957137,PTM,6,5895.42
491030,2959365,PTM,3,4565.54
491035,2971414,PTM,9,7311.09
491077,2978322,PTM,3,14016.45
491080,2931530,PTM,6,3773.47
491439,2733035,PTM,9,1345.07
491637,2952191,PTM,6,3270.65
491756,2710205,PTM,12,2576.55
491785,2410818,PTM,438,6360.05
491941,2914092,PTM,10,3019.66
492003,2712880,PTM,1,7515.18
492034,2783574,PTM,157,6299.54
492779,3030153,PTM,6,7207.81
492798,2995984,PTM,6,2377.04
492838,2715415,PTM,12,5802.31
492854,3009105,PTM,12,5480.38
492870,2987049,PTM,12,6946.91
493338,2891296,PTM,4,6770.63
493669,3041402,PTM,9,2119.07
494098,2827311,PTM,6,3477.81
494160,2994912,PTM,9,9305.94
494659,3139147,PTM,6,1624.93
494863,2625437,PTM,9,8329.79
495186,2709148,PTM,12,7284.66
495578,2790644,PTM,3,3436.30
495827,3040699,PTM,12,4018.88
495898,2300573,PTM,1,1809.59
496156,3030148,PTM,6,9910.50
496199,3004466,PTM,9,2980.50
496207,2884817,PTM,9,3704.72
496325,2995226,PTM,9,5362.85
496423,3012287,PTM,3,3067.15
497137,3041262,PTM,9,3239.07
497334,2426201,PTM,6,5135.31
497367,2882232,PTM,6,2107.98
497430,2984972,PTM,12,7831.29
497517,2739876,PTM,9,5767.68
497529,2944572,PTM,9,2357.29
497598,2932341,PTM,6,2608.12
498000,3049842,PTM,6,4388.48
498028,2970199,PTM,6,3563.61
498350,2704556,PTM,9,11065.30
498553,2837507,PTM,9,4023.62
498607,2538067,PTM,9,4331.14
498774,2352635,PTM,6,2425.17
498843,3024041,PTM,435,14139.12
499193,2747302,PTM,12,7524.87
499225,2781740,PTM,9,5612.24
499512,2403816,PTM,11,25336.08
499602,2212952,PTM,6,2791.49
499688,2973739,PTM,6,10137.53
499724,2914035,PTM,6,2758.77
500147,3120342,PTM,18,2537.68
500193,2265344,PTM,12,2395.97
500652,2624122,PTM,1,9495.96
500901,2771710,PTM,9,6095.20
501115,2974572,PTM,9,7747.49
501184,3045584,PTM,6,2852.60
501240,2807876,PTM,6,4966.34
501261,2716103,PTM,87,10377.60
501396,3087873,PTM,16,3762.94
501709,2303015,PTM,12,4430.39
501822,3069216,PTM,3,5419.03
502210,2302582,PTM,6,12921.97
502214,2703485,PTM,9,17774.41
502223,2971231,PTM,9,2376.81
502268,2995404,PTM,6,12364.54
502269,2793940,PTM,1,10286.78
502275,2612313,PTM,6,4331.14
502316,2440811,PTM,6,3494.55
502786,3137837,PTM,6,2082.52
503262,3096438,PTM,12,6639.65
503365,2802215,PTM,12,2858.95
503371,3122253,PTM,6,6286.30
503552,2745736,PTM,9,5578.86
503639,2764623,PTM,12,4263.15
503881,3039406,PTM,9,11419.16
503933,2756663,PTM,9,10444.16
503952,2383586,PTM,26,3345.36
504068,2744407,PTM,6,3841.50
504118,2088263,PTM,9,6357.09
504120,3233409,PTM,12,160317.27
504210,2704557,PTM,9,2404.78
504395,2924874,PTM,9,4271.50
504578,2512663,PTM,6,4720.89
504592,2815510,PTM,12,19610.47
504610,2710005,PTM,12,9421.21
504722,2903790,PTM,9,4143.31
504752,3233444,PTM,6,11123.97
505088,3100715,PTM,12,19918.96
505314,2744290,PTM,6,4800.20
505336,2814555,PTM,34,15764.30
505471,2512198,PTM,12,5467.75
505506,3099054,PTM,6,10094.10
505662,3232544,PTM,6,12469.44
505731,2973933,PTM,6,8599.75
506807,2968090,PTM,218,4313.08
507189,2805402,PTM,241,2557.89
507194,3040015,PTM,6,7393.51
507236,2996225,PTM,6,2098.88
507353,2832906,PTM,6,6524.74
507516,2393884,PTM,157,2392.71
507739,2493000,PTM,10,5136.57
507771,3017981,PTM,6,3148.30
507900,2696008,PTM,9,2147.12
507957,2985795,PTM,12,2820.79
508031,2956302,PTM,6,4792.29
508032,2973201,PTM,1,1707.54
508129,2732624,PTM,18,3674.92
508300,2947823,PTM,4,7530.48
508457,2959903,PTM,1,13154.19
508458,3033480,PTM,9,2682.44
508532,3062897,PTM,16,11039.22
508881,2716049,PTM,1,1468.35
509025,2956297,PTM,6,12125.68
509175,2783570,PTM,6,13186.87
509196,3038419,PTM,6,7670.96
509261,2318315,PTM,6,4053.76
509472,2820140,PTM,9,3686.06
509760,2967595,PTM,3,5029.38
509791,3120607,PTM,2,21516.44
509846,2985136,PTM,6,8649.84
509920,2902222,PTM,6,20966.31
509925,2991851,PTM,18,2285.20
510052,2580440,PTM,12,1990.27
510338,2924867,PTM,203,9080.88
510504,2580443,PTM,3,1819.24
510843,2116898,PTM,1625,73870.07
510952,3088775,PTM,3,5651.97
511324,2791629,PTM,9,2255.04
511709,2745521,PTM,6,913.38
511916,2289992,PTM,31,2794.60
512195,2710470,PTM,12,12238.59
512286,2977203,PTM,6,3027.04
512291,2714487,PTM,12,9917.06
512299,1781864,PTM,26,5090.36
512334,2821593,PTM,12,2061.78
512350,3016076,PTM,9,2444.23
512449,2974218,PTM,9,1907.74
512726,2997770,PTM,464,14903.09
512746,2578180,PTM,6,2954.31
512882,2965697,PTM,3,2875.85
512993,3076948,PTM,3,9841.34
513554,3075579,PTM,6,6952.27
513570,2957444,PTM,12,5190.41
513608,2736679,PTM,9,7537.03
513635,3067741,PTM,260,12335.25
513695,2818561,PTM,9,6226.56
513900,2787563,PTM,9,2891.14
514072,2987817,PTM,1,5441.38
514616,2979173,PTM,6,10628.18
514621,2650541,PTM,9,2175.75
514625,2609144,PTM,6,2580.77
514672,2695386,PTM,31,5277.59
514702,2722563,PTM,235,9360.97
514743,2945770,PTM,6,5243.78
514887,3020363,PTM,9,15172.98
514989,2792600,PTM,21,8166.54
515855,3007514,PTM,9,2814.84
516088,3045045,PTM,15,2823.48
516089,2978340,PTM,3,16063.01
516254,2752431,PTM,6,4634.10
516641,3011640,PTM,2,5729.12
517367,2729560,PTM,94,6611.38
517416,2743614,PTM,3,3320.83
517467,2984969,PTM,12,1945.38
518133,2977776,PTM,6,2919.14
518169,2825394,PTM,3,7418.34
518175,2703331,PTM,9,2075.52
518420,2744252,PTM,1,3457.91
518826,2940342,PTM,3,11074.23
519165,2758320,PTM,6,7354.32
519283,2715618,PTM,154,13657.01
519292,3009032,PTM,699,12174.60
519442,2454494,PTM,611,3645.17
519469,3080368,PTM,6,2780.58
519971,2771432,PTM,12,5019.27
520035,3062431,PTM,16,4593.99
520235,2291600,PTM,12,12319.26
520733,3228249,PTM,12,8578.58
520872,2384938,PTM,225,11075.98
521810,2951453,PTM,16,1273.36
522626,2578485,PTM,1,1725.85
522913,2831421,PTM,18,3086.53
523699,2960410,PTM,9,4194.00
524329,3075533,PTM,2,8150.30
524402,2949818,PTM,12,1518.51
524740,2358696,PTM,12,4577.51
524740,2667663,PTM,12,754.11
524876,3019952,PTM,15,12668.04
525856,1840693,PTM,9,4328.62
526084,2955251,PTM,3,12526.03
526142,2904421,PTM,9,1349.46
526150,2718211,PTM,245,7342.16
526246,2686324,PTM,1,14788.08
526476,3040455,PTM,9,7041.44
526607,2405297,PTM,12,6578.87
526647,3098793,PTM,6,5517.54
526728,2933849,PTM,12,2308.44
526812,2993921,PTM,6,3402.04
527041,2898230,PTM,1,10216.18
527379,2702935,PTM,12,7736.41
527428,2977801,PTM,6,6063.53
527463,2968018,PTM,12,9479.38
527796,2702217,PTM,6,5188.80
527899,2820548,PTM,6,7896.56
528232,2912612,PTM,12,1604.34
528458,2295017,PTM,9,1759.89
528558,3076952,PTM,46,24613.56
528672,2728675,PTM,6,3822.03
528681,3028221,PTM,6,8162.27
528743,2772677,PTM,12,1797.34
529018,2959798,PTM,31,15926.31
529113,2502567,PTM,6,1401.11
529233,3026170,PTM,6,2007.13
529297,2628048,PTM,6,4664.71
529383,2716618,PTM,9,20978.95
529427,2099437,PTM,12,4419.61
530264,2517787,PTM,3,1908.02
530610,2737199,PTM,12,3553.58
531143,2578849,PTM,12,5340.30
531400,3135279,PTM,16,4453.65
531440,3130175,PTM,9,2733.76
531529,2838138,PTM,16,2820.13
531612,2689764,PTM,12,5395.81
531764,3134808,PTM,12,6432.53
531987,2268528,PTM,9,3048.37
532017,2741235,PTM,9,3326.66
532115,2979659,PTM,3,4865.54
532359,2902207,PTM,12,17971.12
532366,2710621,PTM,12,6325.85
532366,3228196,PTM,6,17669.83
532390,2886303,PTM,3,1340.96
532422,2739820,PTM,12,8098.93
532856,2949928,PTM,16,1791.07
533119,2998035,PTM,12,7967.93
533635,2746560,PTM,12,1089.62
533770,2797155,PTM,12,4881.45
533886,2952745,PTM,12,9968.46
533889,2384979,PTM,11,2741.61
534348,2944562,PTM,3,3907.25
535267,2766337,PTM,6,1864.50
535566,2392572,PTM,6,5923.70
535622,2883555,PTM,6,5454.49
535659,2170957,PTM,9,6154.97
536321,2302581,PTM,12,2643.33
536367,3029976,PTM,582,15037.48
536451,2737595,PTM,9,6101.88
536646,2911659,PTM,6,3806.30
536661,2952382,PTM,6,3959.38
536919,2354597,PTM,69,2434.07
537444,2960203,PTM,9,1711.72
537528,2619396,PTM,6,7796.06
537528,3066586,PTM,12,4167.31
537547,2972914,PTM,16,3926.31
537621,2797086,PTM,6,1728.21
537692,2992821,PTM,6,2321.48
538042,3233097,PTM,9,11639.83
538111,2706254,PTM,9,2646.29
538336,2733512,PTM,6,5666.03
538515,2874034,PTM,12,4662.05
538556,3086439,PTM,13,1229.64
538673,2837522,PTM,12,3569.76
538692,2703143,PTM,3,16888.29
538714,2671231,PTM,6,8993.02
539082,2962361,PTM,6,4826.61
539329,3077626,PTM,6,5369.78
539433,2901525,PTM,6,8150.36
539467,2822050,PTM,3,12706.31
539520,2758322,PTM,9,3486.79
539520,2782615,PTM,31,4894.43
539620,2811441,PTM,9,2290.87
539807,2977212,PTM,12,3678.41
539974,2707495,PTM,34,12771.20
540070,2716807,PTM,12,15427.79
540465,3099801,PTM,1,5409.82
540609,2710164,PTM,97,11746.81
540644,3029919,PTM,1,2532.05
540644,3033065,PTM,1,2074.52
540791,3076406,PTM,218,3526.51
540844,2815940,PTM,6,2840.58
540876,2667862,PTM,615,6611.38
540923,2975502,PTM,19,6456.06
541263,2657668,PTM,3,13327.66
542087,3228729,PTM,1,15548.13
542244,2486359,PTM,1,4570.84
542327,2796553,PTM,9,10620.33
543201,2702850,PTM,9,1152.64
543344,3136494,PTM,6,3375.74
543346,2967422,PTM,112,4736.02
543773,2979155,PTM,3,1721.04
543997,3014523,PTM,12,2165.96
544008,2800911,PTM,6,2992.97
544464,2311485,PTM,6,8870.52
544534,2781452,PTM,9,1159.60
544990,2995378,PTM,9,2388.88
545030,2664891,PTM,1,2219.37
545199,2783160,PTM,9,5668.30
545310,2355582,PTM,6,9408.30
545318,3041377,PTM,9,20552.71
546365,2301685,PTM,9,3698.26
546389,2770179,PTM,12,6726.21
546708,2968824,PTM,9,12275.01
546839,3004365,PTM,3,5393.65
547182,2827409,PTM,6,5233.84
547405,3233749,PTM,9,6700.79
547432,2989749,PTM,6,2726.71
547445,2964137,PTM,16,6633.69
547482,2532342,PTM,9,7059.76
547543,2666313,PTM,6,25440.22
547575,3020357,PTM,129,12055.56
547655,2465746,PTM,260,3314.71
548209,3060590,PTM,1,3187.94
548364,3006220,PTM,3,5597.55
548481,2593161,PTM,3,3118.42
548541,2988039,PTM,19,5097.15
548723,2712778,PTM,1,2594.40
548872,2968835,PTM,9,3136.32
549019,3021322,PTM,16,22972.01
549094,2410495,PTM,11,931.19
549358,2977842,PTM,3,1886.14
549367,3117318,PTM,9,8069.31
549387,2743132,PTM,12,3462.31
549624,2826642,PTM,6,6787.76
549822,3033405,PTM,6,5692.75
549919,2771643,PTM,1,6221.49
549956,2947671,PTM,12,7612.57
550056,2781736,PTM,9,9192.72
550085,3014035,PTM,3,11701.50
550097,2894109,PTM,12,6186.93
550343,2969364,PTM,9,3344.25
550560,2885338,PTM,17,2048.21
550879,2712433,PTM,12,11963.54
550937,2501122,PTM,12,8870.52
551093,2712426,PTM,1,2853.84
551100,2949917,PTM,16,2175.69
551114,2698635,PTM,6,726.43
551167,3101240,PTM,6,14705.50
551417,3041381,PTM,12,2288.47
551457,2688695,PTM,3,9691.12
551495,3043097,PTM,12,11058.16
551544,2707245,PTM,203,2594.40
551608,2974208,PTM,12,19609.09
552153,2445832,PTM,9,20670.18
552291,2988617,PTM,2,4766.80
552316,1937296,PTM,9,3212.67
552615,2594028,PTM,1,1104.90
553074,3010745,PTM,7,3450.55
553291,2990503,PTM,3,5213.10
553648,2687403,PTM,1004,18658.82
554814,2751498,PTM,6,2522.14
554947,2664142,PTM,42,4211.81
555072,2752458,PTM,6,6454.76
555348,2745898,PTM,3,3597.21
555490,3015017,PTM,651,19252.86
555543,2982876,PTM,6,2789.89
555575,2635883,PTM,9,2215.20
555650,2517789,PTM,84,57425.09
555753,2589770,PTM,6,1503.37
555826,2799947,PTM,215,4567.54
556289,3052345,PTM,6,1793.06
556371,3001202,PTM,6,2697.36
556851,3145498,PTM,6,3429.66
557186,2635536,PTM,6,2725.60
557322,3232823,PTM,6,5377.79
557441,2934457,PTM,13,2199.19
558044,3070017,PTM,3,3168.65
558204,2674563,PTM,9,6295.11
558415,3076821,PTM,16,9955.28
