cta_per,cta_id,(No column name),(No column name),total
769308,3130496,PTM,3,1459.74
769309,3131818,PTM,11,2216.65
769310,3126881,PTM,9,2938.07
769311,3125247,PTM,12,938.67
769312,3135381,PTM,6,1308.15
769313,3135514,PTM,7,4872.07
769314,3124319,PTM,6,4885.68
769315,3144647,PTM,3,2044.88
769316,3125382,PTM,6,1643.80
769317,3124683,PTM,14,745.47
769319,3137416,PTM,9,1114.89
769320,3117748,PTM,6,2187.84
769321,3117959,PTM,6,3052.78
769322,3134972,PTM,9,1717.98
769323,3130575,PTM,6,2748.49
769324,3142475,PTM,9,1629.16
769325,3120627,PTM,6,2149.36
769325,3132877,PTM,6,802.11
769326,3132076,PTM,6,2576.90
769327,3139896,PTM,7,4381.22
769328,3140345,PTM,12,554.50
769329,3140306,PTM,6,5737.09
769330,3140060,PTM,9,1965.89
769331,3138078,PTM,15,2809.22
769332,3138151,PTM,12,3019.17
769333,3137464,PTM,26,7267.19
769333,3138088,PTM,6,1803.68
769334,3132702,PTM,9,2805.74
769335,3122864,PTM,6,16033.79
769336,3122089,PTM,6,4899.10
769337,3128335,PTM,6,1662.64
769338,3122637,PTM,9,2297.13
769339,3133284,PTM,14,2289.46
769340,3129234,PTM,3,2268.36
769341,3135271,PTM,9,4799.93
769342,3137715,PTM,20,2208.66
769343,3136911,PTM,9,1214.43
769344,3139127,PTM,16,1737.54
769345,3138903,PTM,20,1872.89
769346,3125407,PTM,6,2397.64
769347,3139793,PTM,16,1550.80
769348,3124165,PTM,3,3604.21
769349,3135350,PTM,16,2980.64
769350,3131805,PTM,3,5642.37
769351,3134875,PTM,16,2728.02
769352,3118369,PTM,9,2206.09
769353,3140367,PTM,16,1164.09
769354,3120750,PTM,8,912.49
769354,3120802,PTM,8,1476.68
769355,3127992,PTM,6,1143.74
769356,3133775,PTM,12,1769.91
769357,3123403,PTM,8,1759.84
769358,3138122,PTM,9,5611.60
769359,3127939,PTM,6,2286.65
769360,3128178,PTM,6,11534.69
769362,3133700,PTM,6,12456.73
769363,3128276,PTM,16,1743.92
769364,3130976,PTM,3,2115.87
769365,3122130,PTM,3,4559.69
769366,3118115,PTM,9,1484.66
769367,3130161,PTM,6,1591.11
769368,3117874,PTM,10,1982.90
769369,3141970,PTM,11,2920.38
769370,3144179,PTM,20,1321.68
769371,3125307,PTM,16,3508.82
769372,3138415,PTM,16,2225.89
769373,3138391,PTM,25,2240.22
769374,3138337,PTM,6,2175.15
769375,3137797,PTM,16,4433.55
769376,3134183,PTM,17,3280.96
769377,3124749,PTM,9,3363.07
769378,3135160,PTM,6,692.52
769379,3125630,PTM,8,3798.71
769380,3131472,PTM,1,2688.37
769381,3125772,PTM,16,3160.26
769382,3124139,PTM,6,1710.83
769383,3132794,PTM,12,1567.37
769384,3139653,PTM,16,1346.65
769385,3139524,PTM,6,3289.01
769386,3139609,PTM,6,2126.97
769386,3140115,PTM,6,1840.84
769387,3140373,PTM,16,2099.87
769388,3139953,PTM,16,1695.27
769389,3139480,PTM,16,3568.03
769390,3139463,PTM,12,4543.28
769390,3140096,PTM,12,3377.14
769391,3130005,PTM,20,1880.99
769392,3129143,PTM,16,4001.31
769393,3125224,PTM,14,1312.99
769395,3126783,PTM,11,6457.79
769396,3127197,PTM,6,4497.94
769397,3127578,PTM,12,419.89
769399,3130106,PTM,12,1189.34
769400,3128625,PTM,12,1271.50
769401,3129227,PTM,20,2625.07
769402,3138678,PTM,9,1620.94
769403,3138697,PTM,3,6292.96
769404,3139128,PTM,3,6270.49
769405,3139266,PTM,12,2476.49
769406,3134175,PTM,9,3370.25
769407,3131079,PTM,9,2911.82
769408,3131095,PTM,3,3959.09
769409,3126282,PTM,16,1078.66
769410,3120173,PTM,12,2429.49
769411,3135712,PTM,5,2854.02
769412,3131318,PTM,14,971.79
769413,3144374,PTM,6,2110.14
769414,3143584,PTM,20,2981.15
769415,3143354,PTM,6,2176.34
769416,3133425,PTM,6,2093.04
769417,3133666,PTM,16,1200.68
769418,3130714,PTM,3,2885.49
769419,3132522,PTM,12,612.77
769420,3145391,PTM,97,1224.69
769421,3118891,PTM,12,3517.69
769422,3141863,PTM,1,1000.56
769424,3143295,PTM,17,2070.35
769425,3135772,PTM,3,2482.90
769426,3137141,PTM,9,374.01
769427,3118965,PTM,6,3512.14
769428,3136232,PTM,12,1475.44
769429,3120135,PTM,12,1790.23
769430,3119657,PTM,12,950.64
769431,3124857,PTM,16,897.55
769432,3131480,PTM,13,825.61
769433,3131201,PTM,16,744.83
769434,3131211,PTM,6,4141.03
769435,3121794,PTM,6,4374.71
769436,3133497,PTM,9,676.69
769437,3133037,PTM,3,10983.29
769438,3122790,PTM,16,1797.39
769439,3132549,PTM,6,3358.91
769440,3120122,PTM,12,414.17
769442,3134555,PTM,13,1834.18
769443,3125924,PTM,25,1828.20
769444,3125406,PTM,43,6960.07
769445,3131606,PTM,11,1895.61
769446,3119581,PTM,12,2298.96
769447,3132912,PTM,6,2931.89
769448,3121279,PTM,12,4490.87
769449,3136858,PTM,6,8018.85
769450,3143387,PTM,1,2356.62
769451,3137237,PTM,6,4086.21
769453,3121761,PTM,16,3750.20
769454,3144532,PTM,12,3657.34
769455,3126711,PTM,3,2867.38
769457,3132330,PTM,9,3173.46
769458,3142964,PTM,6,3705.67
769459,3133656,PTM,16,930.31
769460,3132808,PTM,16,3090.75
769461,3122942,PTM,17,3299.56
769462,3123202,PTM,12,2435.84
769464,3142937,PTM,23,1672.90
769465,3120557,PTM,6,1946.60
769466,3123774,PTM,9,1547.27
769467,3122074,PTM,6,3844.95
769468,3122440,PTM,6,3170.99
769469,3138523,PTM,6,2164.04
769469,3138851,PTM,6,3289.98
769470,3128228,PTM,9,1498.31
769471,3128718,PTM,20,1031.01
769472,3130144,PTM,9,1726.37
769472,3130799,PTM,9,1198.68
769473,3129207,PTM,12,3041.04
769474,3137856,PTM,9,3963.65
769475,3137935,PTM,21,979.75
769476,3138565,PTM,12,1076.02
769477,3119836,PTM,15,1705.67
769478,3120853,PTM,16,1306.73
769479,3139393,PTM,3,3394.59
769480,3124346,PTM,6,2697.09
769482,3145086,PTM,13,485.42
769483,3119422,PTM,55,989.95
769484,3123723,PTM,3,1357.66
769485,3123453,PTM,9,2796.30
769486,3139713,PTM,16,463.75
769486,3140019,PTM,16,2586.77
769487,3120215,PTM,12,856.15
769488,3138634,PTM,6,4445.55
769489,3138243,PTM,6,2019.00
769490,3137720,PTM,6,4804.71
769491,3135296,PTM,11,2871.01
769492,3135038,PTM,1,6482.25
769493,3134145,PTM,6,2534.98
769493,3134192,PTM,6,1941.59
769494,3128790,PTM,12,1505.73
769495,3128666,PTM,6,7193.78
769496,3118366,PTM,16,2120.07
769497,3142502,PTM,16,4692.64
769498,3118157,PTM,6,4456.43
769498,3119144,PTM,6,5000.96
769499,3120997,PTM,16,1066.17
769500,3144996,PTM,6,886.47
769501,3140094,PTM,3,8122.26
769502,3139500,PTM,6,1188.57
769503,3128950,PTM,16,2185.77
769504,3126647,PTM,21,1467.73
769505,3132013,PTM,9,4218.06
769506,3122116,PTM,12,6609.29
769507,3140759,PTM,12,2333.08
769508,3127938,PTM,9,1412.68
769508,3128382,PTM,9,937.20
769511,3125822,PTM,3,1378.44
769512,3128838,PTM,9,1212.20
769513,3134803,PTM,9,1334.71
769514,3134430,PTM,9,1329.88
769515,3130796,PTM,9,2434.74
769516,3142253,PTM,9,1853.60
769517,3141875,PTM,20,1968.05
769518,3142017,PTM,12,2780.57
769519,3138911,PTM,20,3353.99
769521,3143920,PTM,6,2514.70
769522,3120705,PTM,4,1638.33
769522,3120939,PTM,4,1556.65
769523,3139424,PTM,16,1823.31
769524,3140302,PTM,6,1458.46
769525,3139528,PTM,16,1853.35
769527,3139942,PTM,16,841.77
769528,3124241,PTM,3,3421.11
769529,3140797,PTM,6,3472.04
769530,3139802,PTM,18,4589.08
769531,3139729,PTM,18,661.70
769532,3139468,PTM,16,3472.05
769533,3140179,PTM,6,2758.56
769534,3139082,PTM,6,2438.09
769534,3140241,PTM,6,920.01
769535,3117764,PTM,17,2308.92
769536,3139055,PTM,16,4791.87
769537,3139028,PTM,9,1965.97
769539,3136068,PTM,2,2162.00
769540,3142687,PTM,9,1739.80
769541,3122187,PTM,20,1799.34
769542,3130734,PTM,9,6104.89
769543,3128026,PTM,3,2203.61
769543,3128338,PTM,6,863.19
769544,3128015,PTM,34,2841.93
769545,3122852,PTM,6,10534.30
769546,3120025,PTM,12,563.77
769547,3119786,PTM,12,1464.97
769549,3138101,PTM,12,1486.27
769550,3132932,PTM,16,8329.51
769550,3133411,PTM,16,3883.11
769555,3126759,PTM,9,2000.23
769556,3145367,PTM,7,2525.93
769557,3124548,PTM,16,1234.00
769558,3123175,PTM,6,2494.25
769559,3142742,PTM,12,454.41
769559,3143094,PTM,12,2285.34
769560,3117744,PTM,6,848.74
769561,3130707,PTM,16,7490.63
769562,3133213,PTM,6,750.69
769563,3125997,PTM,6,5164.38
769564,3130967,PTM,12,1223.86
769565,3128403,PTM,6,1471.04
769566,3120054,PTM,6,2542.52
769567,3119370,PTM,8,2075.53
769568,3136032,PTM,6,12663.98
769569,3136796,PTM,23,3137.28
769570,3134011,PTM,3,3618.35
769572,3133513,PTM,9,2131.29
769574,3122128,PTM,20,2383.98
769575,3118740,PTM,3,8701.95
769576,3123365,PTM,12,1409.81
769577,3122080,PTM,3,3514.25
769578,3133208,PTM,6,4623.99
769579,3123038,PTM,6,4433.02
769580,3123317,PTM,4,4432.36
769581,3124487,PTM,12,5515.23
769582,3125897,PTM,17,1191.24
769583,3126061,PTM,6,1548.94
769585,3131032,PTM,12,1446.58
769587,3136789,PTM,19,2019.93
769588,3136863,PTM,9,3082.34
769589,3123733,PTM,12,9864.27
769590,3137721,PTM,9,1927.98
769592,3139279,PTM,16,1641.62
769593,3144121,PTM,9,3107.93
769594,3137218,PTM,16,1775.70
769596,3137094,PTM,3,4042.65
769597,3117807,PTM,9,1609.51
769599,3127164,PTM,1,6635.93
769600,3127438,PTM,2,4915.00
769601,3125806,PTM,6,2718.37
769602,3125233,PTM,6,2028.78
769603,3138002,PTM,31,3170.32
769603,3138042,PTM,9,2587.01
769604,3135362,PTM,3,1314.24
769605,3125796,PTM,16,944.94
769606,3120720,PTM,16,1080.00
769607,3143078,PTM,1,779.92
769608,3122527,PTM,9,1591.37
769609,3144993,PTM,9,1021.61
769610,3123258,PTM,26,4349.42
769611,3122745,PTM,9,2116.50
769612,3145844,PTM,6,3292.07
769613,3118347,PTM,3,5378.82
769614,3118900,PTM,23,2859.89
769614,3119959,PTM,3,2092.82
769616,3133649,PTM,14,3683.46
769618,3139239,PTM,3,4427.91
769619,3127474,PTM,9,2658.82
769620,3128063,PTM,16,1114.45
769621,3144307,PTM,10,2704.11
769622,3126218,PTM,6,4716.83
769623,3132226,PTM,3,8210.34
769624,3130173,PTM,16,1091.18
769625,3134415,PTM,3,1980.75
769626,3117507,PTM,16,1067.29
769627,3123193,PTM,24,6689.87
769628,3122847,PTM,9,5443.96
769629,3131366,PTM,6,5042.92
769630,3133711,PTM,9,2617.86
769631,3130871,PTM,6,2964.49
769632,3125768,PTM,11,3485.98
769633,3124958,PTM,2,3657.24
769633,3125804,PTM,2,3499.95
769634,3139177,PTM,9,1545.51
769635,3139326,PTM,20,2698.57
769636,3138893,PTM,6,2699.74
769637,3138677,PTM,9,2186.60
769637,3139290,PTM,12,550.19
769638,3139098,PTM,12,1535.96
769639,3125087,PTM,6,7952.11
769640,3128788,PTM,2,2575.59
769640,3129283,PTM,2,1672.07
769641,3128701,PTM,6,1789.99
769642,3128328,PTM,18,1178.53
769642,3129210,PTM,18,3312.25
769643,3128295,PTM,20,488.29
769644,3144193,PTM,27,1164.28
769645,3128761,PTM,12,1579.00
769645,3129257,PTM,12,1537.67
769646,3119515,PTM,12,2482.71
769647,3142320,PTM,12,959.59
769648,3124062,PTM,15,2394.92
769649,3140253,PTM,6,3913.64
769650,3145439,PTM,10,1502.69
769651,3119696,PTM,34,1389.44
769652,3130500,PTM,3,1888.37
769653,3120680,PTM,13,4029.97
769654,3136345,PTM,3,6014.47
769655,3136015,PTM,3,1943.16
769656,3135898,PTM,16,1000.70
769656,3136139,PTM,16,2319.55
769657,3127857,PTM,12,398.69
769658,3135376,PTM,5,10510.56
769659,3135581,PTM,6,7761.66
769661,3133499,PTM,16,606.38
769663,3139843,PTM,9,9688.59
769664,3120089,PTM,6,5108.74
769665,3145600,PTM,4,2353.76
769666,3133530,PTM,4,5688.98
769667,3122863,PTM,4,21964.43
769668,3134517,PTM,6,1700.56
769669,3131981,PTM,6,1866.15
769670,3143166,PTM,9,332.11
769671,3118626,PTM,9,995.63
769672,3143321,PTM,8,2052.75
769673,3133206,PTM,13,2024.52
769675,3124675,PTM,15,1407.57
769676,3122169,PTM,9,1762.93
769677,3122302,PTM,12,2423.51
769678,3142600,PTM,3,3476.22
769679,3137239,PTM,12,1823.71
769680,3126790,PTM,16,645.97
769681,3134608,PTM,6,1656.06
769682,3141958,PTM,9,1686.54
769683,3123858,PTM,9,3508.63
769684,3117752,PTM,15,1268.50
769685,3118355,PTM,9,1345.52
769686,3117828,PTM,6,3675.04
769687,3129438,PTM,15,2144.77
769687,3129748,PTM,15,1835.27
769688,3118198,PTM,20,4073.86
769690,3125453,PTM,9,2012.02
769691,3128809,PTM,12,1532.64
769692,3129205,PTM,6,2870.05
769693,3128845,PTM,16,1851.53
769694,3138967,PTM,20,1534.40
769695,3138776,PTM,19,4935.95
769696,3131946,PTM,6,943.68
769697,3131780,PTM,5,3849.21
769697,3131962,PTM,5,1576.77
769698,3133829,PTM,9,1648.84
769700,3130958,PTM,3,9144.62
769701,3130093,PTM,51,4048.43
769702,3129703,PTM,16,807.33
769703,3129700,PTM,9,3131.45
769704,3118832,PTM,12,1835.80
769705,3130418,PTM,18,1338.21
769706,3119403,PTM,6,1551.59
769707,3119905,PTM,167,3377.41
769708,3120010,PTM,12,6709.45
769709,3119024,PTM,17,12264.48
769710,3142516,PTM,6,4552.11
769711,3126000,PTM,23,6992.95
769713,3131239,PTM,6,917.21
769714,3131665,PTM,3,1973.82
769715,3131225,PTM,9,2037.76
769716,3138037,PTM,6,3080.88
769717,3133084,PTM,14,1860.74
769719,3145474,PTM,16,1135.41
769720,3142506,PTM,11,2537.65
769721,3119564,PTM,11,693.31
769722,3118328,PTM,1,2082.06
769723,3126271,PTM,16,1689.03
769724,3125734,PTM,16,9281.70
769726,3119680,PTM,90,2394.61
769727,3119056,PTM,18,5952.99
769728,3120023,PTM,16,2401.07
769729,3145413,PTM,13,1951.68
769730,3120264,PTM,6,1978.27
769731,3123566,PTM,6,3353.98
769733,3122751,PTM,9,966.90
769734,3134500,PTM,6,16264.74
769735,3135031,PTM,6,3946.15
769736,3142432,PTM,20,801.83
769737,3121448,PTM,6,3186.32
769738,3123359,PTM,12,1298.54
769739,3140062,PTM,6,2466.40
769740,3140211,PTM,16,3933.81
769741,3140809,PTM,15,1070.49
769742,3135005,PTM,3,3185.31
769743,3124616,PTM,16,5052.83
769744,3119074,PTM,20,865.14
769745,3138989,PTM,6,6193.82
769746,3144982,PTM,13,4205.09
769747,3126160,PTM,12,1159.14
769749,3119398,PTM,9,2379.96
769750,3130274,PTM,1,4654.36
769751,3127233,PTM,12,1411.98
769752,3126519,PTM,12,2127.39
769753,3119011,PTM,12,1237.54
769754,3135752,PTM,18,1286.18
769755,3135998,PTM,16,2263.69
769756,3135946,PTM,20,3113.20
769757,3136088,PTM,3,5927.68
769758,3136564,PTM,6,1093.76
769759,3136274,PTM,20,1504.08
769760,3136474,PTM,6,1235.83
769762,3124770,PTM,3,5249.29
769763,3136156,PTM,20,4151.73
769764,3118778,PTM,26,2079.20
769764,3136849,PTM,6,3637.07
769765,3136483,PTM,0,2148.19
769766,3119128,PTM,12,2697.15
769767,3121297,PTM,9,1269.14
769768,3121116,PTM,9,3179.80
769769,3118586,PTM,3,15665.13
769770,3134666,PTM,9,2897.54
769771,3129136,PTM,16,319.54
769781,3129109,PTM,12,716.05
769783,3129542,PTM,6,2938.56
769784,3120926,PTM,6,1721.38
769785,3137476,PTM,9,651.75
769786,3131162,PTM,4,3974.28
769787,3142374,PTM,16,583.36
769788,3129460,PTM,26,3829.30
769789,3117529,PTM,16,1863.62
769790,3137642,PTM,3,2901.75
769791,3127930,PTM,3,5180.71
769792,3119871,PTM,12,1353.46
769793,3139892,PTM,20,625.73
769794,3120056,PTM,9,11209.83
769795,3119401,PTM,12,1723.97
769796,3138683,PTM,9,1498.74
769797,3126990,PTM,3,4558.27
769798,3119822,PTM,6,1681.53
769799,3128027,PTM,12,1046.25
769800,3143028,PTM,3,3123.58
769801,3118852,PTM,12,3411.18
769802,3119442,PTM,6,3643.16
769802,3119705,PTM,6,3392.51
769803,3118444,PTM,1,3735.05
769804,3117502,PTM,16,1264.37
769805,3122971,PTM,24,5877.80
769806,3119907,PTM,20,2572.07
769807,3120650,PTM,31,1666.22
769808,3131234,PTM,4,1159.23
769809,3119909,PTM,16,830.56
769810,3120740,PTM,12,2234.29
769811,3135027,PTM,6,1864.82
769812,3143520,PTM,10,1974.20
769813,3121441,PTM,6,2473.95
769814,3121085,PTM,21,6929.75
769815,3133627,PTM,9,2065.72
769816,3121209,PTM,6,1099.70
769817,3123207,PTM,16,1793.64
769818,3139920,PTM,12,1452.65
769819,3139066,PTM,9,2759.12
769820,3137460,PTM,3,1799.63
769820,3137947,PTM,3,1176.58
769821,3138075,PTM,9,3050.70
769822,3138100,PTM,1,1402.55
769824,3140371,PTM,18,12555.95
769826,3143269,PTM,12,1367.47
769827,3137483,PTM,5,7149.30
769828,3123402,PTM,6,4391.68
769829,3123478,PTM,18,1463.94
769830,3135316,PTM,3,9531.51
769831,3140643,PTM,16,1815.23
769832,3140040,PTM,20,909.06
769833,3139530,PTM,20,2340.18
769834,3139651,PTM,10,1362.96
769835,3118741,PTM,12,3031.23
769836,3119775,PTM,6,8976.16
769837,3120137,PTM,3,2427.66
769838,3142712,PTM,9,1395.88
769839,3123483,PTM,1,5109.10
769840,3123201,PTM,20,4391.87
769841,3136684,PTM,1,1157.99
769843,3117353,PTM,16,2992.59
769843,3117822,PTM,16,989.89
769844,3120494,PTM,8,1933.42
769845,3138430,PTM,16,2692.33
769846,3124709,PTM,12,1404.49
769847,3123827,PTM,9,1992.51
769848,3140712,PTM,9,3584.24
769849,3120139,PTM,12,1161.93
769850,3120127,PTM,6,1164.21
769852,3119651,PTM,9,2557.09
769853,3120365,PTM,23,3153.54
769854,3131789,PTM,12,7424.55
769855,3118378,PTM,19,1422.12
769856,3117756,PTM,6,3213.85
769857,3140668,PTM,17,896.11
769858,3140299,PTM,9,4887.05
769859,3139485,PTM,12,1416.53
769860,3139475,PTM,12,2814.65
769861,3117737,PTM,16,2361.04
769862,3128029,PTM,6,5027.08
769863,3137594,PTM,9,6320.06
769864,3124994,PTM,11,3445.92
769865,3124945,PTM,12,2441.17
769866,3126266,PTM,23,2268.05
769867,3125346,PTM,6,1230.83
769867,3125754,PTM,6,969.34
769868,3122587,PTM,9,19022.24
769869,3130999,PTM,17,1924.92
769870,3131307,PTM,26,3095.39
769872,3118618,PTM,6,5982.94
769873,3139202,PTM,9,3136.59
769874,3119656,PTM,9,480.74
769875,3128104,PTM,3,2204.01
769876,3137458,PTM,6,1343.13
769877,3143202,PTM,12,1137.16
769878,3136625,PTM,16,908.66
769879,3123064,PTM,12,2847.38
769880,3117965,PTM,6,1352.40
769881,3139435,PTM,6,5356.02
769881,3140670,PTM,6,2096.82
769882,3123768,PTM,3,5012.82
769883,3132768,PTM,8,1208.17
769883,3132886,PTM,7,1302.20
769884,3121002,PTM,9,6272.11
769885,3142590,PTM,6,3254.25
769886,3127663,PTM,6,5133.44
769887,3122106,PTM,49,3471.28
769888,3144958,PTM,13,1605.44
769889,3139818,PTM,9,1553.29
769890,3120220,PTM,9,4081.14
769891,3136523,PTM,16,890.57
769892,3130653,PTM,6,1822.50
769893,3130651,PTM,3,3640.52
769894,3130157,PTM,6,2531.51
769895,3138233,PTM,6,1336.51
769897,3139799,PTM,16,656.29
769898,3123351,PTM,18,2870.68
769900,3138721,PTM,1,6463.08
769901,3132596,PTM,11,6564.54
769902,3126285,PTM,2,6269.20
769903,3134374,PTM,9,1629.31
769904,3135553,PTM,9,1155.93
769907,3134180,PTM,3,9385.52
769908,3118435,PTM,6,3410.02
769909,3118717,PTM,20,5367.15
769910,3117486,PTM,9,3940.44
769911,3117724,PTM,16,2336.55
769913,3136152,PTM,12,2066.16
769914,3136200,PTM,6,4275.33
769914,3136282,PTM,6,2857.31
769915,3125438,PTM,17,970.11
769916,3134454,PTM,15,1211.03
769917,3136258,PTM,20,1603.78
769918,3123681,PTM,26,4280.89
769919,3138534,PTM,3,2898.60
769920,3120147,PTM,12,1221.62
769921,3129772,PTM,6,2575.31
769922,3124991,PTM,6,3867.89
769923,3130029,PTM,6,2443.06
769924,3129517,PTM,5,2526.73
769925,3119947,PTM,18,2103.11
769936,3136403,PTM,20,3049.00
769937,3127234,PTM,12,1312.76
769938,3127053,PTM,6,5700.74
769938,3127360,PTM,6,1337.02
769939,3125513,PTM,3,3431.12
769940,3134686,PTM,2,2791.38
769941,3134933,PTM,11,2458.39
769941,3135290,PTM,11,6782.84
769942,3124791,PTM,2,1532.70
769943,3124330,PTM,16,2791.15
769943,3125149,PTM,16,350.91
769944,3135531,PTM,20,1753.15
769945,3134191,PTM,3,2634.04
769946,3125115,PTM,10,1270.18
769947,3141938,PTM,12,1063.12
769948,3122569,PTM,6,3950.49
769949,3132081,PTM,9,3701.42
769950,3136917,PTM,2,9462.02
769951,3136237,PTM,26,5284.93
769952,3125735,PTM,12,1513.09
769953,3142471,PTM,6,1615.31
769954,3131870,PTM,6,2743.34
769954,3132218,PTM,6,1113.18
769955,3122968,PTM,18,1359.57
769956,3131345,PTM,12,1890.23
769957,3124414,PTM,6,2484.67
769958,3142667,PTM,139,3007.84
769959,3118396,PTM,12,1869.99
769960,3118052,PTM,6,2195.70
769960,3118099,PTM,6,1167.09
769961,3125329,PTM,14,1714.30
769962,3120442,PTM,2,2621.43
769963,3140240,PTM,9,1922.12
769964,3135714,PTM,6,3765.93
769965,3129022,PTM,17,1928.62
769965,3129871,PTM,17,4356.46
769966,3124918,PTM,3,3131.06
769967,3134965,PTM,6,952.59
769968,3124171,PTM,9,3283.69
769969,3124835,PTM,2,18707.02
769969,3126113,PTM,2,5204.15
769970,3123549,PTM,5,5185.83
769971,3139216,PTM,18,5087.23
769972,3127903,PTM,20,831.90
769973,3128479,PTM,16,3928.64
769973,3128609,PTM,16,726.34
769974,3135233,PTM,20,759.24
769975,3138804,PTM,6,3799.57
769977,3123605,PTM,20,2017.12
769978,3144815,PTM,6,2148.44
769979,3129512,PTM,16,1098.02
769980,3134931,PTM,16,1199.66
769981,3122911,PTM,16,947.50
769982,3125212,PTM,1,2597.15
769983,3117518,PTM,6,3844.84
769984,3117466,PTM,16,880.22
769985,3143109,PTM,12,2029.55
769985,3143181,PTM,12,881.55
769986,3121323,PTM,6,2500.96
769987,3120039,PTM,6,3395.46
769988,3132480,PTM,9,1728.91
769989,3121200,PTM,28,3905.11
769992,3131131,PTM,15,1330.58
769993,3134484,PTM,32,4529.66
769994,3118844,PTM,12,2439.12
769994,3119543,PTM,12,539.01
769995,3139561,PTM,6,2248.38
769995,3139721,PTM,6,1722.45
769996,3139059,PTM,6,3817.63
769997,3139615,PTM,3,3952.03
769997,3139774,PTM,23,4330.06
769998,3140748,PTM,9,1612.07
769999,3143399,PTM,1,2182.20
770000,3137367,PTM,9,5196.52
770001,3130070,PTM,16,1833.42
770002,3135056,PTM,20,792.01
770002,3135254,PTM,6,4132.89
770004,3137274,PTM,3,4064.76
770005,3137699,PTM,15,1291.53
770006,3123256,PTM,6,4337.44
770007,3121961,PTM,16,887.50
770008,3135608,PTM,9,4265.91
770010,3123217,PTM,6,828.34
770011,3122774,PTM,9,1596.82
770013,3128067,PTM,20,1115.56
770014,3142043,PTM,11,1398.26
770014,3142414,PTM,11,1734.21
770015,3135953,PTM,20,1148.32
770017,3127396,PTM,15,2457.43
770018,3124113,PTM,9,2794.35
770019,3136650,PTM,12,1506.34
770020,3136183,PTM,6,5391.30
770020,3136965,PTM,26,4086.39
770021,3144174,PTM,13,1758.71
770022,3125309,PTM,7,1906.10
770023,3126816,PTM,3,10168.36
770024,3135072,PTM,3,6234.51
770025,3134187,PTM,16,1158.44
770026,3143409,PTM,9,1586.90
770027,3139414,PTM,15,1982.18
770028,3121786,PTM,2,11704.44
770029,3120388,PTM,26,3262.45
770030,3141992,PTM,6,3338.16
770031,3119007,PTM,6,2596.30
770032,3128193,PTM,20,725.47
770033,3128571,PTM,6,1491.13
770034,3125048,PTM,61,859.67
770035,3136914,PTM,20,1054.07
770036,3136851,PTM,3,3090.51
770037,3136432,PTM,20,6912.13
770038,3125028,PTM,9,1467.05
770039,3135821,PTM,12,1507.81
770041,3136844,PTM,16,2269.08
770042,3118782,PTM,9,1742.96
770043,3135863,PTM,31,1951.70
770044,3136991,PTM,31,3276.11
770045,3136515,PTM,15,4207.33
770046,3145434,PTM,6,2488.75
770047,3136252,PTM,12,993.02
770048,3136036,PTM,16,1205.78
770049,3125816,PTM,1,4414.04
770050,3138872,PTM,1,3522.06
770051,3139276,PTM,9,2929.32
770052,3127517,PTM,12,777.15
770053,3127527,PTM,9,4270.70
770054,3127909,PTM,20,2608.78
770055,3141786,PTM,18,356.49
770056,3136306,PTM,9,1594.15
770057,3123031,PTM,16,2416.38
770058,3123330,PTM,12,919.87
770059,3122271,PTM,7,6847.18
770060,3139377,PTM,9,1902.01
770062,3128641,PTM,13,1167.82
770063,3129259,PTM,9,1363.19
770065,3145067,PTM,17,1080.68
770066,3142381,PTM,16,994.67
770067,3143633,PTM,13,1450.05
770068,3136659,PTM,9,1786.38
770069,3137465,PTM,6,4408.10
770070,3137879,PTM,9,480.53
770071,3131872,PTM,6,3434.72
770073,3136037,PTM,20,1254.96
770073,3136362,PTM,20,708.49
770074,3136062,PTM,16,1500.04
770075,3134339,PTM,60,3017.61
770076,3129721,PTM,20,3784.25
770077,3134233,PTM,6,2145.96
770079,3118365,PTM,6,2495.93
770080,3139923,PTM,9,1737.01
770081,3141937,PTM,12,894.98
770082,3124221,PTM,31,1025.08
770083,3120413,PTM,4,2719.42
770084,3129177,PTM,12,2588.20
770085,3137317,PTM,9,3903.58
770087,3135223,PTM,17,1809.97
770089,3136805,PTM,3,7845.42
770090,3137134,PTM,9,3286.95
770091,3136207,PTM,12,1193.60
770091,3136797,PTM,12,888.22
770093,3136486,PTM,3,1887.02
770094,3135972,PTM,3,8988.37
770096,3142844,PTM,16,2685.45
770097,3130266,PTM,6,928.81
770098,3129680,PTM,16,1405.30
770099,3135320,PTM,9,1745.51
770100,3118388,PTM,3,4341.94
770101,3130513,PTM,12,2103.63
770101,3130793,PTM,12,1535.35
770102,3137229,PTM,12,1653.97
770103,3145069,PTM,16,648.56
770104,3122608,PTM,9,13974.85
770105,3134128,PTM,7,2158.18
770106,3135292,PTM,12,3998.86
770107,3124431,PTM,6,3923.31
770108,3130264,PTM,16,980.29
770109,3229700,PTM,24,599.24
770110,3140196,PTM,12,4931.58
770111,3139872,PTM,6,1749.74
770112,3139068,PTM,12,3927.60
770112,3139661,PTM,18,1949.05
770113,3139882,PTM,16,1771.82
770114,3140175,PTM,6,3000.43
770115,3140259,PTM,9,1916.50
770116,3132390,PTM,12,3401.44
770117,3142736,PTM,9,3866.65
770119,3122350,PTM,5,2875.58
770120,3121982,PTM,6,2312.25
770121,3130764,PTM,6,1454.89
770122,3130166,PTM,12,494.33
